date,in_situ,satellite
2023-01-01,0.3171431742003861,0.2837912483558479
2023-01-02,0.3085581559518064,0.28617692664285976
2023-01-03,0.2812258399038025,0.24854150689597782
2023-01-04,0.2897863549935697,0.22890698972033555
2023-01-05,0.30393645050516716,0.2785493462045155
2023-01-06,0.320639161626534,0.2857341639120641
2023-01-07,0.294594477819434,0.2969899458574405
2023-01-08,0.31950535395369123,0.28698895108424705
2023-01-09,0.2975897552329514,0.2604366905552441
2023-01-10,0.2997723566927776,0.3101274647515587
2023-01-11,0.30908223292048986,0.27580112858783046
2023-01-12,0.31376191167505685,0.24869302575694527
2023-01-13,0.31576366983897586,0.28797067120053876
2023-01-14,0.31428645763904167,0.29916457401923496
2023-01-15,0.3197727087810401,0.3055690051940498
2023-01-16,0.32055638898235034,0.29724180846642934
2023-01-17,0.31978778341025194,0.3035824965762865
2023-01-18,0.3067310136313334,0.26389423044956467
2023-01-19,0.341314260425754,0.3255057817288936
2023-01-20,0.35228730978050143,0.3336799794721381
2023-01-21,0.3350993882759393,0.31242157309481405
2023-01-22,0.3175396298187314,0.3451955330112511
2023-01-23,0.2845983006508608,0.2816017204450754
2023-01-24,,0.27882344071595977
2023-01-25,0.3563869635792772,0.36603178378457274
2023-01-26,0.32686875053664494,0.2674535422414438
2023-01-27,0.331243052145324,0.3362572478787712
2023-01-28,0.3274181783569863,0.2871988377353423
2023-01-29,0.3009979256717146,0.3125936107430106
2023-01-30,0.31756595913439045,0.2958309510748652
2023-01-31,0.3201738326225742,0.32602195088487085
2023-02-01,0.31746710316138604,0.30878925797912765
2023-02-02,0.30684421418509333,0.331211532360027
2023-02-03,0.33245895624921834,0.2696910875021521
2023-02-04,0.3048119608373393,0.2883303606917748
2023-02-05,0.3008137499849276,0.26435124506089663
2023-02-06,0.3354297135899003,0.3104290762843243
2023-02-07,0.29749778591018927,0.25751512582633607
2023-02-08,0.2968347244489421,
2023-02-09,0.27954753976346886,0.24809330668683102
2023-02-10,0.29844701566035725,0.25393732732186103
2023-02-11,0.3012668702237773,0.2634687964913497
2023-02-12,0.3210168745219003,0.3063037370162488
2023-02-13,0.280147315500589,0.22382691403472096
2023-02-14,0.30559621644369217,0.2605194591656274
2023-02-15,0.3340055168377791,0.2992595356027094
2023-02-16,0.29267860213545427,0.27081398759811787
2023-02-17,0.33612247243133464,0.32812574480830636
2023-02-18,0.2978816038566586,0.2898993721687681
2023-02-19,0.34381759844986837,0.33430418077278234
2023-02-20,0.35380764560696903,0.34586184989431723
2023-02-21,0.2958023331987329,0.2542813437458058
2023-02-22,0.33361325133173925,
2023-02-23,0.3228063311135978,0.27422810537291603
2023-02-24,0.31204665654676245,0.2985180307073492
2023-02-25,0.31897524510020353,0.2892694488296722
2023-02-26,0.31918100497340957,0.3180784360348522
2023-02-27,0.3198530998490202,0.30560048483279273
2023-02-28,0.31836730179620537,0.3119210959367968
2023-03-01,0.33492552758808597,0.32675254606271414
2023-03-02,0.3123813113404332,0.31326804071158876
2023-03-03,0.3373135075647809,0.34530620425144737
2023-03-04,0.29344874618851036,0.2579475006463483
2023-03-05,0.30020786751219003,0.2721611043880022
2023-03-06,0.3181111466161262,0.3166450012830144
2023-03-07,0.3366157663561643,0.3393738709088105
2023-03-08,0.32580700042016003,0.32639197723982694
2023-03-09,0.3398516236981588,0.36642092476881355
2023-03-10,0.3374925063908018,0.32331269455951933
2023-03-11,,0.30677634296512385
2023-03-12,0.3311822625695715,0.3080383353920469
2023-03-13,0.3450380579956745,0.35341246432046775
2023-03-14,0.3493691760790202,0.29071793071723645
2023-03-15,0.32855872052223195,0.31940124365500505
2023-03-16,0.3063946219205055,0.2789121081567842
2023-03-17,0.2979221847900949,0.279457646880105
2023-03-18,0.31519061238512897,0.2576613984323453
2023-03-19,0.3156471694602626,0.29422206571268184
2023-03-20,0.31568140121790994,0.2853756982782846
2023-03-21,0.29121090397764543,0.2899959262862087
2023-03-22,0.29175143836814177,0.23234159808075822
2023-03-23,0.2862231602592846,0.2945639687328435
2023-03-24,0.30609018412924344,0.26523583438987003
2023-03-25,0.2815110203263244,0.25903852292486534
2023-03-26,0.3026917936245524,0.3150443653226195
2023-03-27,0.3064252659913563,0.3049467640796994
2023-03-28,0.30404407934925853,0.2967383593353538
2023-03-29,0.31965751187910546,0.303262306133748
2023-03-30,0.3175715812126299,0.2755381230522303
2023-03-31,0.3380122947851495,0.304260660923355
2023-04-01,0.3394343963108937,0.28776326122829227
2023-04-02,0.33340966044387443,0.36145588895410385
2023-04-03,0.3456191075567862,
2023-04-04,0.32542934301020005,0.3062820286835169
2023-04-05,0.32034830335519116,0.2833749754645943
2023-04-06,0.2947727954117173,0.2860135161299893
2023-04-07,0.3031891058676627,0.3113971640657287
2023-04-08,0.34081840875473235,0.31998304033109376
2023-04-09,0.32784768767046657,0.32538227811140397
2023-04-10,0.3180441211382847,0.2826964824600364
2023-04-11,0.3399094151671846,0.30347881106305025
2023-04-12,0.3196726587688119,0.2605097415388463
2023-04-13,0.2934840392456785,0.24655641970841782
2023-04-14,0.326027156666877,0.33422276998289213
2023-04-15,0.31738491681828396,0.27761104056767616
2023-04-16,0.2870965762209432,0.2792216766856378
2023-04-17,0.30666403476909243,0.30144815456193197
2023-04-18,0.31879852779592416,0.294868780501811
2023-04-19,0.3169210581420815,0.29529560321112264
2023-04-20,0.30327519644675116,0.29261346936176447
2023-04-21,0.3242590550166086,
2023-04-22,0.3172534254767377,0.30959184450928295
2023-04-23,0.30311309462782315,0.2897260423305899
2023-04-24,0.28517325363078,0.21551575358973166
2023-04-25,0.2940687965249173,0.30113215169735363
2023-04-26,0.2926135538895934,0.2908817570191063
2023-04-27,0.2981954444583106,0.30036771629089554
2023-04-28,0.2870921902934328,0.32121072383507315
2023-04-29,0.2917290621176117,0.273642173747312
2023-04-30,0.2632554202439712,0.23667385608556368
2023-05-01,0.3244436436760522,0.30883371342631405
2023-05-02,,0.2539412534603768
2023-05-03,0.2986079510806335,0.2908648091149304
2023-05-04,0.28189949299043643,0.2788730627968291
2023-05-05,0.26760282529440294,0.19489544675818557
2023-05-06,0.2894643185717815,0.2938363904575068
2023-05-07,0.2916297418126019,0.2632596166278867
2023-05-08,0.27260535246993495,0.24098609642979027
2023-05-09,0.3031325573410702,0.267669283991215
2023-05-10,0.2718129139591277,0.26869106213228194
2023-05-11,0.28842647594452053,0.25067741770646973
2023-05-12,0.2636139088071749,0.25663783075981006
2023-05-13,0.25600160993814924,0.23562559322674712
2023-05-14,,0.263647264087465
2023-05-15,0.2627558914142245,0.2684486758044275
2023-05-16,0.269457217128951,0.2196831563016805
2023-05-17,0.24510171619272536,0.24064270506111318
2023-05-18,0.26036168050102265,0.23709134763334377
2023-05-19,0.2610887960542908,0.21939962271910313
2023-05-20,0.27540572658053086,0.24398493968433788
2023-05-21,0.2708637787447606,0.2654418788279554
